LOC,CyclomaticComplexity,Methods,Classes,CBO,LCOM,DIT,RFC,NOC,WMC,CommentRatio,MaintainabilityIndex,Quality
686,24,40,9,5,70,5,65,4,61,0.48,61,Average
769,12,32,14,6,53,6,98,6,36,0.23,74,Average
288,37,44,8,3,92,5,65,8,56,0.43,44,Poor
318,48,10,16,0,22,7,132,2,81,0.26,45,Poor
1016,20,17,18,18,6,7,30,2,8,0.11,60,Average
995,41,7,15,10,33,6,97,8,72,0.47,46,Poor
724,2,27,4,11,86,4,152,9,84,0.32,56,Average
602,23,21,17,15,99,8,25,6,79,0.14,31,Poor
316,11,41,11,13,80,7,23,1,21,0.17,57,Average
668,42,19,9,19,82,7,74,7,100,0.43,16,Poor
1086,29,27,6,5,2,3,191,3,85,0.13,51,Average
451,11,26,4,3,8,8,145,0,4,0.39,100,Good
190,7,17,20,4,10,7,84,3,32,0.37,96,Good
278,9,34,6,0,4,6,88,7,60,0.49,100,Good
577,36,29,5,17,22,8,166,10,73,0.22,40,Poor
1113,20,59,12,15,69,4,27,7,40,0.18,44,Poor
338,20,1,1,16,97,3,93,4,61,0.27,39,Poor
997,20,1,14,9,76,4,6,8,48,0.09,49,Poor
915,26,16,6,20,49,7,61,4,11,0.21,44,Poor
1078,49,52,20,8,36,5,110,3,9,0.09,38,Poor
246,41,30,20,14,34,8,53,5,3,0.08,43,Poor
65,12,7,10,8,16,8,191,0,30,0.05,66,Average
1030,14,22,14,9,100,8,100,7,90,0.4,49,Poor
184,49,10,2,8,99,7,23,8,61,0.09,11,Poor
801,1,8,8,12,98,8,68,0,26,0.23,60,Average
1087,43,14,16,12,87,5,87,2,81,0.36,26,Poor
1086,8,17,16,20,38,4,97,0,86,0.11,42,Poor
503,41,28,11,0,21,5,154,1,51,0.39,58,Average
106,38,51,16,19,19,6,27,3,21,0.25,49,Poor
713,49,41,2,1,45,3,184,8,14,0.06,41,Poor
668,36,51,12,14,93,4,10,6,46,0.36,31,Poor
100,32,46,15,17,37,8,53,9,24,0.27,47,Poor
979,18,56,20,17,20,2,140,2,58,0.15,51,Average
1129,24,30,1,20,64,7,192,2,3,0.31,50,Average
509,21,47,3,17,49,4,139,10,64,0.38,47,Poor
599,21,27,11,3,12,2,16,2,23,0.44,85,Good
239,32,13,4,1,73,7,173,7,68,0.31,54,Average
544,4,24,8,19,91,2,8,3,84,0.25,40,Poor
978,41,4,12,17,95,7,99,0,79,0.13,5,Poor
164,20,5,7,16,12,2,190,3,69,0.19,51,Average
1097,43,16,19,20,22,7,196,1,99,0.32,24,Poor
959,45,43,14,3,21,3,145,6,65,0.17,41,Poor
1113,39,29,12,10,70,6,100,6,98,0.32,28,Poor
512,37,35,7,12,98,5,97,7,58,0.48,30,Poor
90,19,39,1,16,17,5,6,4,29,0.11,58,Average
64,50,53,9,17,65,3,29,0,59,0.18,10,Poor
562,24,57,19,7,29,5,81,1,74,0.2,53,Average
178,47,21,16,5,62,2,157,10,39,0.02,33,Poor
801,6,50,2,10,44,7,111,1,99,0.11,61,Average
43,41,50,13,1,39,1,86,8,73,0.07,43,Poor
472,10,4,13,14,96,2,61,6,38,0.39,55,Average
290,22,6,16,18,95,1,145,6,34,0.04,32,Poor
909,50,45,5,4,61,4,129,6,84,0.29,32,Poor
1093,16,16,3,8,99,7,87,10,74,0.04,43,Poor
867,28,24,12,6,41,6,157,10,4,0.38,68,Average
736,40,53,15,19,18,8,16,3,26,0.34,42,Poor
195,8,48,2,7,79,3,78,0,44,0.35,65,Average
644,29,31,1,10,26,4,57,8,67,0.38,60,Average
1009,40,47,5,0,48,1,70,2,8,0.14,60,Average
575,4,30,1,2,49,5,174,10,47,0.43,84,Good
619,42,25,8,12,65,2,85,7,77,0.27,23,Poor
427,33,30,18,0,5,4,140,4,43,0.24,67,Average
57,23,44,12,11,80,5,65,8,36,0.41,60,Average
547,25,57,1,17,35,4,43,5,51,0.33,47,Poor
802,34,44,20,20,87,4,111,3,74,0.08,11,Poor
694,29,35,5,6,83,3,153,8,88,0.4,41,Poor
652,45,46,17,4,55,3,172,9,21,0.16,46,Poor
1111,47,8,6,10,18,1,200,5,53,0.48,48,Poor
927,48,60,9,4,99,4,32,2,24,0.01,26,Poor
566,39,37,20,7,76,4,64,10,4,0.18,45,Poor
294,33,55,20,15,91,6,52,6,63,0.24,23,Poor
415,15,3,14,0,34,7,61,10,26,0.38,84,Good
382,29,56,20,15,88,6,122,3,55,0.2,25,Poor
799,47,21,13,19,95,1,138,1,58,0.23,5,Poor
523,34,35,13,1,71,7,137,10,7,0.09,54,Average
835,20,50,10,14,21,7,80,9,7,0.34,69,Average
969,42,29,3,16,14,3,154,8,18,0.2,43,Poor
943,2,12,15,18,91,4,121,1,33,0.16,58,Average
355,46,47,4,2,14,8,167,5,11,0.26,61,Average
1067,40,11,13,17,48,1,48,5,73,0.44,31,Poor
352,10,12,2,13,39,5,191,7,37,0.31,66,Average
289,13,1,20,8,1,8,132,7,70,0.4,84,Good
1030,16,14,19,15,58,7,118,1,77,0.3,47,Poor
1140,18,40,18,6,6,3,42,0,84,0.17,62,Average
86,43,37,20,9,42,2,17,1,54,0.5,46,Poor
602,40,43,20,18,100,3,121,9,47,0.47,22,Poor
632,21,24,13,2,97,7,145,1,38,0.24,52,Average
582,22,34,14,16,26,4,161,0,14,0.29,68,Average
1103,6,31,20,9,54,6,71,8,74,0.5,75,Good
285,40,37,16,16,93,8,131,2,79,0.12,9,Poor
416,1,8,1,14,80,2,193,3,79,0.5,67,Average
113,22,23,18,20,27,1,168,3,89,0.14,33,Poor
650,20,33,18,10,98,1,34,10,43,0.17,47,Poor
79,12,13,11,10,86,8,126,0,83,0.07,38,Poor
963,35,58,11,14,100,7,195,0,67,0.15,24,Poor
666,36,35,1,6,73,6,95,1,20,0.14,38,Poor
714,25,41,18,5,73,7,52,9,15,0.43,66,Average
664,46,3,9,13,11,8,65,5,58,0.41,44,Poor
462,34,20,6,3,47,1,56,1,57,0.25,54,Average
1044,10,13,11,15,93,5,88,2,99,0.44,50,Average
291,14,47,2,14,49,2,6,4,6,0.34,74,Average
198,22,30,2,3,66,5,10,9,98,0.16,44,Poor
677,13,13,10,8,68,6,117,10,16,0.14,61,Average
580,8,1,20,17,65,2,57,8,45,0.27,56,Average
309,46,52,10,18,31,3,23,4,79,0.45,34,Poor
928,4,9,1,15,86,1,32,6,7,0.04,58,Average
386,46,39,19,20,88,8,162,5,40,0.17,9,Poor
1112,6,60,15,18,16,2,183,7,13,0.23,80,Good
973,31,15,8,4,78,5,98,6,24,0.35,62,Average
696,21,30,16,0,8,8,33,5,62,0.23,72,Average
598,50,23,20,18,16,2,108,1,42,0.28,28,Poor
638,35,30,13,18,52,4,163,3,71,0.08,24,Poor
806,5,22,7,18,55,7,150,5,70,0.35,57,Average
179,48,60,19,15,14,8,88,8,13,0.41,46,Poor
650,26,5,20,3,87,7,88,7,83,0.33,43,Poor
465,9,57,19,20,0,3,174,2,58,0.27,68,Average
935,13,14,11,9,72,5,116,5,12,0.29,72,Average
1065,26,55,5,9,7,6,145,0,1,0.35,77,Good
244,19,56,1,7,55,7,165,5,92,0.19,50,Average
911,35,14,6,15,17,4,147,6,47,0.42,50,Average
610,43,9,5,0,9,1,41,7,85,0.22,47,Poor
193,9,42,14,14,100,7,164,2,59,0.25,51,Average
941,25,23,8,5,54,1,152,7,94,0.12,47,Poor
571,27,60,18,18,46,1,14,9,62,0.35,40,Poor
1006,45,6,5,16,96,5,124,8,11,0.26,28,Poor
201,16,31,3,20,69,5,161,0,44,0.27,41,Poor
980,30,33,16,18,93,6,112,5,38,0.14,21,Poor
642,47,51,19,8,7,8,153,2,74,0.03,31,Poor
75,19,32,3,4,64,2,76,4,17,0.31,70,Average
546,1,48,4,19,22,3,173,7,48,0.4,76,Good
503,32,12,17,1,43,2,42,9,20,0.42,73,Average
804,16,43,15,20,21,4,152,5,7,0.32,63,Average
127,11,30,13,15,38,8,196,8,30,0.19,65,Average
991,17,10,17,13,1,5,119,6,87,0.16,60,Average
104,7,59,18,20,45,7,161,10,35,0.17,57,Average
221,17,42,19,12,59,4,192,10,76,0.39,58,Average
711,44,45,6,10,70,1,177,0,9,0.01,25,Poor
1095,7,44,15,11,28,5,69,3,5,0.01,68,Average
136,39,43,7,19,81,2,186,1,12,0.43,33,Poor
789,43,49,19,5,14,3,69,4,60,0.33,49,Poor
948,18,50,14,10,32,3,23,4,100,0.03,46,Poor
701,4,17,9,5,56,2,130,3,79,0.2,73,Average
1027,7,10,18,13,27,2,118,4,14,0.02,65,Average
1190,47,17,15,0,63,3,172,10,1,0.47,65,Average
819,18,10,11,12,73,1,136,7,62,0.22,43,Poor
1126,15,1,13,15,15,6,90,10,39,0.2,69,Average
205,24,35,11,2,58,5,170,3,23,0.28,69,Average
411,20,45,13,3,80,6,129,1,81,0.22,49,Poor
306,3,13,1,18,30,8,104,1,70,0.32,69,Average
1113,29,2,2,10,7,6,189,0,52,0.06,57,Average
1091,30,44,18,4,94,4,23,0,95,0.07,33,Poor
59,31,59,20,1,31,3,8,2,81,0.02,46,Poor
219,30,40,6,18,8,2,34,7,77,0.4,48,Poor
149,13,28,11,12,41,2,180,9,70,0.07,50,Average
113,38,12,11,2,15,5,41,6,22,0.35,72,Average
357,29,16,19,1,17,2,166,9,49,0.39,69,Average
1017,6,1,1,5,11,5,111,7,89,0.06,67,Average
574,34,29,14,7,22,1,157,2,92,0.25,43,Poor
636,23,27,1,17,30,4,35,8,13,0.31,64,Average
1059,15,30,7,8,6,4,33,2,88,0.42,76,Good
1038,12,11,2,1,82,6,77,3,56,0.13,65,Average
948,3,7,2,17,22,3,12,7,66,0.06,58,Average
930,38,38,11,13,25,6,63,1,42,0.11,37,Poor
864,13,25,8,2,60,8,18,6,19,0.11,75,Good
951,12,25,12,4,58,4,166,5,35,0.1,63,Average
85,45,37,2,8,17,2,124,7,54,0.09,38,Poor
470,19,39,6,20,78,3,152,8,30,0.04,38,Poor
1021,14,38,16,14,35,1,191,6,95,0.44,58,Average
690,28,38,8,18,19,1,111,0,6,0.5,70,Average
88,28,34,13,15,89,2,120,7,31,0.04,24,Poor
852,14,9,12,9,30,2,9,7,86,0.15,59,Average
1188,48,38,1,14,59,3,185,6,24,0.39,36,Poor
970,46,41,1,20,9,7,181,5,68,0.02,20,Poor
572,45,40,18,18,26,2,163,5,95,0.47,34,Poor
765,4,8,13,11,59,1,98,5,23,0.32,72,Average
1168,46,50,7,4,42,4,143,1,84,0.24,40,Poor
449,49,48,8,10,45,5,133,10,55,0.14,23,Poor
783,23,29,16,16,67,2,125,8,87,0.41,41,Poor
945,40,24,3,6,58,2,25,6,23,0.14,39,Poor
243,11,18,4,4,63,3,57,8,81,0.01,54,Average
1128,9,31,12,13,56,1,79,3,9,0.01,58,Average
1084,42,22,14,18,43,6,129,9,86,0.35,29,Poor
931,30,20,19,4,39,3,71,3,62,0.19,52,Average
116,10,23,10,14,21,3,187,8,37,0.09,62,Average
334,11,16,4,1,40,3,117,4,48,0.09,75,Good
91,43,21,12,4,47,8,143,2,69,0.15,31,Poor
848,32,50,5,14,40,3,6,8,65,0.17,37,Poor
990,19,49,19,4,72,8,91,1,94,0.24,45,Poor
305,44,36,4,9,3,7,163,3,58,0.18,44,Poor
132,39,42,7,18,67,4,76,3,3,0.04,29,Poor
198,33,26,7,15,40,1,175,5,51,0.07,35,Poor
777,25,24,1,9,44,6,83,7,72,0.04,44,Poor
871,29,19,6,13,93,7,40,9,77,0.04,19,Poor
641,31,56,17,10,8,7,27,0,53,0.32,59,Average
868,12,36,15,18,96,3,56,2,49,0.14,41,Poor
106,20,54,19,9,63,8,62,0,1,0.08,57,Average
987,8,42,10,13,22,8,181,10,32,0.01,64,Average
1029,5,39,12,18,61,7,71,10,88,0.24,46,Poor
784,33,47,19,0,33,3,153,0,19,0.16,61,Average
751,11,4,9,11,53,6,17,4,38,0.26,62,Average
1072,13,50,6,3,76,3,144,5,41,0.41,78,Good
636,18,44,12,3,68,6,41,0,18,0.26,70,Average
1013,27,22,6,3,27,3,133,3,25,0.4,79,Good
1096,35,46,18,3,53,8,24,1,17,0.46,68,Average
733,20,45,12,4,56,6,49,4,4,0.37,73,Average
475,9,55,5,7,39,3,58,2,11,0.21,75,Good
179,2,50,16,13,5,4,32,0,85,0.26,69,Average
980,8,59,9,1,8,5,175,0,97,0.05,68,Average
440,38,58,7,5,85,6,12,1,19,0.42,50,Average
732,23,11,17,19,30,2,30,9,98,0.01,27,Poor
412,19,11,18,0,92,2,59,8,91,0.24,55,Average
399,29,44,4,5,45,7,113,3,66,0.11,43,Poor
663,8,30,4,16,17,8,200,5,91,0.14,51,Average
188,21,32,4,12,36,8,158,4,88,0.49,61,Average
482,36,27,10,13,24,2,126,10,48,0.09,45,Poor
1026,44,7,13,14,66,2,35,2,51,0.2,28,Poor
228,48,60,6,2,46,4,91,3,77,0.42,45,Poor
271,15,54,14,15,35,5,198,10,52,0.18,61,Average
848,32,33,9,4,98,8,32,1,33,0.24,42,Poor
295,2,7,2,2,63,1,50,6,78,0.34,75,Good
640,40,40,4,2,84,8,124,3,38,0.33,48,Poor
1053,17,35,11,17,69,1,200,0,56,0.44,49,Poor
805,29,21,13,14,58,1,13,2,72,0.33,40,Poor
356,32,28,5,9,91,7,129,1,73,0.34,41,Poor
1154,44,35,19,15,60,3,134,0,51,0.13,26,Poor
793,40,44,12,9,41,1,12,9,6,0.06,44,Poor
734,48,38,1,20,43,7,29,6,45,0.5,34,Poor
739,4,43,8,7,30,5,156,1,89,0.03,62,Average
254,22,11,1,17,41,1,122,10,55,0.28,50,Average
566,2,45,16,18,2,6,101,9,50,0.16,68,Average
1020,7,45,7,10,63,6,47,9,39,0.18,66,Average
433,32,41,3,17,27,5,72,0,39,0.5,57,Average
482,40,48,3,18,12,6,74,1,73,0.4,42,Poor
894,14,23,3,20,38,5,115,10,70,0.16,47,Poor
843,17,40,17,14,85,3,9,10,91,0.26,35,Poor
1042,14,43,15,8,81,7,149,10,8,0.26,66,Average
967,10,16,5,9,55,7,86,1,82,0.1,55,Average
566,19,42,6,8,87,4,108,3,15,0.07,46,Poor
522,20,30,16,17,55,7,170,0,26,0.08,42,Poor
79,17,51,9,17,22,1,189,7,3,0.03,55,Average
662,39,20,3,13,46,2,106,2,31,0.06,36,Poor
267,34,43,19,16,32,8,28,3,77,0.06,29,Poor
694,38,48,13,7,54,4,41,1,23,0.11,42,Poor
920,27,17,19,1,62,6,184,1,41,0.27,63,Average
524,18,57,5,11,60,6,83,0,83,0.48,62,Average
91,48,43,2,7,32,7,84,10,90,0.18,34,Poor
269,35,56,8,14,49,1,105,4,39,0.05,31,Poor
629,14,56,6,14,80,6,169,6,5,0.14,51,Average
1026,31,48,14,10,91,7,30,2,90,0.13,20,Poor
740,27,39,18,10,58,1,200,0,83,0.32,50,Average
928,42,9,1,12,25,5,85,9,11,0.06,39,Poor
1077,46,50,5,19,87,7,86,7,62,0.44,16,Poor
553,12,44,19,10,36,4,26,6,48,0.09,63,Average
1188,15,2,1,17,82,4,27,7,26,0.13,42,Poor
121,26,40,14,19,33,3,27,5,22,0.47,55,Average
48,46,34,14,14,86,8,35,3,92,0.1,5,Poor
609,48,32,13,4,55,4,158,3,37,0.36,43,Poor
876,12,27,5,0,37,5,65,9,58,0.45,86,Good
958,6,1,16,4,41,7,180,3,92,0.19,69,Average
544,5,7,18,1,6,6,65,7,46,0.5,100,Good
113,1,17,17,19,48,5,106,10,48,0.07,60,Average
104,38,12,9,5,64,8,91,7,17,0.04,45,Poor
906,10,17,4,10,5,3,132,4,96,0.18,66,Average
599,17,40,9,16,40,7,47,5,95,0.5,53,Average
1158,43,41,15,1,24,3,18,3,24,0.02,49,Poor
354,46,30,14,3,63,1,118,5,91,0.28,34,Poor
1029,8,55,5,3,44,2,57,4,24,0.42,93,Good
578,37,58,19,6,74,1,139,9,24,0.21,40,Poor
524,50,32,4,10,3,5,179,10,16,0.2,51,Average
237,21,10,1,2,58,8,121,10,35,0.3,64,Average
694,3,42,20,14,41,3,59,0,83,0.14,54,Average
164,36,39,13,2,51,5,50,3,99,0.43,45,Poor
62,14,11,13,12,36,3,35,4,63,0.4,66,Average
288,23,43,4,11,65,4,130,7,50,0.24,53,Average
886,6,49,14,11,78,3,116,10,55,0.05,55,Average
719,30,44,8,20,87,3,131,8,81,0.32,19,Poor
615,30,28,3,15,38,3,37,10,39,0.42,57,Average
895,19,37,2,17,9,1,136,1,66,0.21,51,Average
971,43,47,19,8,45,5,154,1,99,0.25,26,Poor
967,12,51,6,12,5,2,111,4,41,0.29,78,Good
941,40,52,9,10,23,4,52,1,96,0.49,45,Poor
237,28,35,1,0,50,2,8,2,84,0.24,56,Average
1016,20,40,20,11,88,7,82,1,17,0.07,44,Poor
249,2,45,7,0,26,8,171,2,84,0.12,84,Good
1123,13,6,10,14,18,8,113,0,15,0.08,64,Average
931,32,31,1,14,74,4,56,4,73,0.41,38,Poor
124,22,1,4,20,91,7,111,7,95,0.29,29,Poor
615,3,32,13,15,65,8,64,0,68,0.01,53,Average
666,36,5,9,20,53,8,34,7,80,0.47,33,Poor
938,45,28,1,5,36,4,125,5,57,0.12,35,Poor
714,39,55,15,4,37,7,111,10,84,0.37,50,Average
351,40,14,10,2,85,8,38,2,26,0.08,40,Poor
226,27,32,10,7,26,1,9,5,34,0.18,58,Average
377,33,3,3,10,55,2,163,3,16,0.28,54,Average
548,22,51,12,1,98,5,43,8,78,0.33,47,Poor
916,30,54,4,3,100,2,148,0,65,0.05,38,Poor
261,14,59,12,5,93,5,186,7,98,0.25,44,Poor
335,42,24,11,4,15,4,117,6,99,0.38,47,Poor
990,22,19,17,5,10,5,100,6,47,0.31,72,Average
330,49,49,17,13,100,4,40,6,53,0.46,25,Poor
1077,44,24,1,14,18,1,188,8,9,0.04,38,Poor
842,50,11,14,1,50,1,174,10,20,0.45,50,Average
1084,19,27,13,17,38,6,93,0,36,0.45,67,Average
320,45,26,15,20,26,8,183,5,84,0.2,18,Poor
637,6,3,18,10,49,3,138,8,37,0.11,70,Average
1150,20,34,11,20,20,1,12,8,76,0.13,42,Poor
885,33,8,2,11,33,6,36,0,97,0.33,38,Poor
939,20,37,1,14,43,4,195,9,73,0.36,59,Average
1112,39,15,12,9,36,3,187,6,67,0.37,42,Poor
691,34,38,7,11,58,2,42,6,53,0.04,27,Poor
890,9,31,7,14,9,6,178,8,52,0.29,77,Good
828,17,38,16,20,54,8,181,7,94,0.49,45,Poor
315,33,9,16,14,16,2,182,3,59,0.24,44,Poor
1164,24,59,4,19,52,2,35,5,74,0.14,36,Poor
333,8,24,10,11,38,5,129,0,19,0.07,73,Average
883,4,60,10,9,27,3,194,7,1,0.06,81,Good
158,3,27,16,18,39,8,91,6,61,0.42,74,Average
291,49,9,17,20,58,8,175,7,20,0.43,30,Poor
202,40,43,20,13,49,4,106,5,70,0.02,27,Poor
927,48,18,3,5,90,1,151,10,99,0.35,25,Poor
273,42,36,3,6,79,1,150,8,25,0.38,48,Poor
58,8,43,18,5,2,5,57,3,91,0.42,88,Good
929,6,52,18,19,41,7,155,0,63,0.43,61,Average
716,28,12,14,0,67,6,102,4,12,0.06,54,Average
1129,11,19,5,5,32,2,44,4,53,0.34,74,Average
686,12,2,2,9,49,2,86,2,53,0.45,72,Average
789,8,4,7,7,96,4,131,8,97,0.25,47,Poor
571,4,21,15,17,52,2,128,0,53,0.32,60,Average
571,36,38,4,7,97,3,82,9,53,0.22,38,Poor
1044,14,51,5,11,69,3,67,8,55,0.48,68,Average
945,3,1,15,19,37,3,5,0,62,0.14,57,Average
798,23,54,7,18,65,5,16,2,95,0.27,29,Poor
635,6,26,4,4,92,5,115,3,79,0.25,61,Average
721,41,17,15,8,31,6,92,3,59,0.48,53,Average
52,45,9,1,19,60,1,7,10,23,0.21,27,Poor
824,35,6,3,17,3,8,177,1,46,0.49,58,Average
753,25,12,1,3,59,6,54,7,2,0.11,58,Average
595,44,59,12,6,11,5,188,3,30,0.49,64,Average
95,18,32,20,6,0,4,168,6,15,0.43,94,Good
1044,32,11,18,6,84,3,21,9,17,0.37,51,Average
551,37,55,8,16,93,5,54,10,3,0.5,48,Poor
1111,40,17,18,14,0,7,169,10,84,0.03,31,Poor
905,27,18,4,16,59,8,97,8,98,0.02,20,Poor
116,18,59,14,17,57,6,6,6,25,0.17,54,Average
71,48,15,14,2,31,4,47,5,40,0.03,44,Poor
218,2,31,14,0,75,6,69,3,14,0.24,86,Good
131,22,34,8,2,99,8,200,1,81,0.22,41,Poor
195,4,59,2,12,40,2,37,0,57,0.03,65,Average
904,5,7,2,17,6,5,102,6,13,0.31,84,Good
497,39,51,20,0,58,7,123,6,80,0.31,46,Poor
73,30,34,11,18,24,2,31,0,77,0.36,48,Poor
416,37,9,17,8,45,7,128,9,57,0.09,35,Poor
110,4,9,10,18,55,6,84,9,70,0.39,59,Average
981,20,39,11,9,47,1,137,9,85,0.34,51,Average
506,33,53,18,1,54,6,55,3,82,0.45,53,Average
719,13,43,16,14,76,6,153,9,43,0.31,57,Average
693,11,7,15,1,63,4,5,10,29,0.35,83,Good
456,16,31,11,12,26,7,52,0,47,0.0,55,Average
81,36,8,5,9,56,4,166,9,98,0.18,25,Poor
427,13,19,6,7,33,3,91,8,32,0.09,63,Average
380,17,59,4,0,86,3,102,10,15,0.17,65,Average
644,30,16,12,11,84,3,139,9,56,0.44,41,Poor
262,10,57,5,6,24,7,182,5,41,0.3,86,Good
520,3,49,20,18,24,5,43,5,32,0.03,63,Average
278,33,38,16,6,93,2,125,10,79,0.03,28,Poor
814,49,57,17,11,63,8,50,5,92,0.19,18,Poor
1033,31,18,19,12,81,1,58,3,26,0.23,39,Poor
830,14,20,14,12,73,3,100,4,71,0.04,38,Poor
624,29,34,12,7,74,1,124,8,80,0.17,39,Poor
977,28,27,12,15,40,5,102,0,23,0.22,50,Average
175,23,58,3,9,64,2,75,3,13,0.06,52,Average
98,35,13,11,6,86,6,69,4,96,0.41,41,Poor
582,13,46,20,4,96,5,7,4,37,0.41,69,Average
850,38,49,1,15,83,3,106,3,30,0.36,33,Poor
991,15,34,19,17,96,8,189,7,44,0.4,49,Poor
404,28,50,14,6,56,8,147,0,48,0.07,43,Poor
645,48,1,16,11,43,4,112,6,88,0.38,33,Poor
633,21,38,1,18,100,1,40,2,43,0.28,41,Poor
1195,26,25,7,12,8,7,53,7,14,0.16,65,Average
643,6,11,4,17,22,1,181,9,63,0.01,54,Average
162,25,19,7,7,37,2,121,0,48,0.26,57,Average
689,27,26,6,3,16,7,127,1,50,0.48,75,Good
286,14,20,14,15,20,5,155,3,65,0.36,67,Average
584,13,1,5,14,8,7,159,3,68,0.16,66,Average
1025,30,30,19,1,94,2,78,10,59,0.17,42,Poor
820,40,53,6,13,31,3,163,6,59,0.19,41,Poor
395,45,37,4,12,89,1,66,2,36,0.44,36,Poor
617,43,59,3,6,63,7,200,8,16,0.5,51,Average
235,33,50,11,13,57,3,69,3,65,0.02,23,Poor
169,41,45,15,12,43,7,54,6,5,0.01,33,Poor
299,21,43,15,15,59,2,26,8,85,0.12,38,Poor
307,31,53,9,5,21,1,160,1,23,0.15,65,Average
820,11,5,1,8,19,8,96,2,28,0.36,89,Good
1110,14,29,2,20,66,2,104,4,57,0.03,31,Poor
119,50,25,7,7,47,4,56,1,3,0.21,37,Poor
710,13,44,3,7,12,3,190,2,6,0.21,80,Good
689,21,36,7,19,26,7,114,1,30,0.11,50,Average
682,12,1,13,20,40,1,104,3,59,0.11,52,Average
590,42,40,12,1,8,4,110,4,99,0.3,47,Poor
1118,37,11,9,3,76,6,166,6,87,0.46,42,Poor
700,12,41,11,15,8,6,9,9,75,0.22,66,Average
496,33,38,1,7,2,2,84,3,95,0.21,48,Poor
182,4,9,12,15,37,4,43,6,27,0.32,74,Average
928,48,57,11,4,35,6,169,0,67,0.4,46,Poor
610,49,2,8,10,43,4,57,8,7,0.45,54,Average
528,44,45,8,19,48,6,51,7,81,0.0,11,Poor
163,13,4,5,6,16,2,49,9,71,0.42,77,Good
503,33,6,14,14,39,3,189,3,32,0.21,49,Poor
529,20,19,19,14,81,4,74,7,11,0.48,61,Average
835,25,11,16,14,54,7,199,2,62,0.01,36,Poor
895,6,49,10,19,68,3,146,2,33,0.19,54,Average
948,19,25,18,19,61,2,90,2,92,0.23,32,Poor
408,1,1,17,11,62,7,111,6,96,0.19,60,Average
650,42,38,3,13,4,2,103,9,21,0.1,46,Poor
542,50,59,12,16,90,8,167,5,90,0.03,5,Poor
888,48,16,8,15,4,6,166,10,4,0.35,56,Average
322,17,39,15,4,32,4,159,9,85,0.42,66,Average
259,50,6,13,12,90,2,137,3,55,0.08,11,Poor
537,45,20,17,17,84,7,155,4,94,0.21,5,Poor
243,41,37,12,4,34,4,196,6,90,0.15,34,Poor
1027,1,7,3,13,67,7,172,4,94,0.22,53,Average
787,12,46,5,6,62,3,133,1,58,0.28,64,Average
400,13,4,6,6,33,7,117,10,80,0.05,63,Average
360,6,19,3,12,15,5,21,5,4,0.29,89,Good
1013,44,49,4,0,7,5,197,0,86,0.29,48,Poor
218,14,34,1,12,77,5,129,7,97,0.17,42,Poor
709,24,44,11,10,30,6,175,6,49,0.31,61,Average
696,7,1,15,12,92,3,11,9,16,0.43,69,Average
529,24,29,20,15,65,7,174,3,1,0.49,63,Average
54,41,24,2,10,86,8,64,9,63,0.2,29,Poor
186,23,28,16,3,93,7,80,9,25,0.36,64,Average
1191,46,33,2,4,63,2,82,10,71,0.49,45,Poor
364,29,8,16,17,30,4,59,2,97,0.47,41,Poor
236,28,46,1,5,41,7,76,3,93,0.13,47,Poor
272,43,9,18,20,92,8,28,5,29,0.47,31,Poor
152,42,22,13,12,83,7,64,3,34,0.06,18,Poor
248,6,22,19,6,95,2,151,5,17,0.43,78,Good
23,20,4,19,17,24,7,113,5,99,0.18,48,Poor
278,34,43,20,18,28,2,106,0,69,0.43,44,Poor
316,19,54,8,15,87,8,42,9,37,0.07,43,Poor
90,39,21,10,16,88,2,75,9,62,0.32,22,Poor
1033,19,46,13,1,42,3,188,3,94,0.47,69,Average
127,50,12,16,12,38,3,10,8,51,0.17,32,Poor
989,23,49,13,12,9,5,77,3,90,0.43,62,Average
219,9,21,19,1,90,5,122,10,21,0.29,77,Good
1008,19,58,5,6,27,4,193,10,2,0.18,79,Good
228,44,51,5,12,54,3,19,1,46,0.49,39,Poor
127,8,33,11,18,55,3,165,6,32,0.02,49,Poor
832,32,20,20,5,83,7,182,10,85,0.04,31,Poor
802,18,41,15,11,1,2,34,1,16,0.24,81,Good
1063,15,2,19,18,73,8,75,1,76,0.09,37,Poor
908,20,37,5,3,41,2,187,8,24,0.2,66,Average
826,36,53,18,16,62,2,137,9,69,0.36,38,Poor
274,49,49,7,3,23,3,6,8,58,0.4,46,Poor
100,9,37,7,20,20,2,148,4,97,0.02,40,Poor
1056,20,24,18,5,54,1,68,4,6,0.47,83,Good
620,43,35,15,4,73,8,182,5,67,0.46,43,Poor
1122,33,14,4,1,30,1,53,2,39,0.43,69,Average
294,39,36,7,18,45,5,37,9,55,0.04,21,Poor
553,25,42,6,12,58,2,70,10,55,0.47,53,Average
1117,14,5,9,20,89,4,187,5,73,0.33,42,Poor
355,27,53,5,10,100,7,102,0,78,0.12,26,Poor
275,35,8,18,13,8,6,168,1,47,0.45,58,Average
319,15,18,1,3,48,4,101,1,16,0.09,70,Average
1022,7,34,12,18,36,5,160,1,7,0.09,66,Average
390,23,52,18,17,76,7,127,9,17,0.13,46,Poor
1071,46,10,5,4,48,5,18,10,48,0.35,44,Poor
876,46,30,6,14,45,8,133,4,36,0.48,45,Poor
488,20,41,3,9,52,6,28,10,11,0.04,55,Average
